,componente,ano_faixa,unidades_tematicas,objetos_conhecimento,habilidades,cod_hab,descricao_cod,primeiro_ef,segundo_ef,terceiro_ef,quarto_ef,quinto_ef,sexto_ef,setimo_ef,oitavo_ef,nono_ef
40,Educação Física,6º; 7º,Lutas,Lutas do Brasil,"(EF67EF14) Experimentar, fruir e recriar diferentes lutas do Brasil, valorizando a própria segurança e integridade física, bem como as dos demais.
",EF67EF14,"Experimentar, fruir e recriar diferentes lutas do Brasil, valorizando a própria segurança e integridade física, bem como as dos demais.",0,0,0,0,0,1,1,0,0
41,Educação Física,6º; 7º,Lutas,Lutas do Brasil,"(EF67EF15) Planejar e utilizar estratégias básicas das lutas do Brasil, respeitando o colega como oponente.",EF67EF15,"Planejar e utilizar estratégias básicas das lutas do Brasil, respeitando o colega como oponente.",0,0,0,0,0,1,1,0,0
42,Educação Física,6º; 7º,Lutas,Lutas do Brasil,"(EF67EF16) Identificar as características (códigos, rituais, elementos técnico-táticos, indumentária, materiais, instalações, instituições) das lutas do Brasil.",EF67EF16,"Identificar as características (códigos, rituais, elementos técnico-táticos, indumentária, materiais, instalações, instituições) das lutas do Brasil.",0,0,0,0,0,1,1,0,0
43,Educação Física,6º; 7º,Lutas,Lutas do Brasil,"(EF67EF17) Problematizar preconceitos e estereótipos relacionados ao universo das lutas e demais práticas corporais, propondo alternativas para superá-los, com base na solidariedade, na justiça, na equidade e no respeito.",EF67EF17,"Problematizar preconceitos e estereótipos relacionados ao universo das lutas e demais práticas corporais, propondo alternativas para superá-los, com base na solidariedade, na justiça, na equidade e no respeito.",0,0,0,0,0,1,1,0,0
44,Educação Física,6º; 7º,Práticas corporais de aventura,Práticas corporais de aventura urbanas,"(EF67EF18) Experimentar e fruir diferentes práticas corporais de aventura urbanas, valorizando a própria segurança e integridade física, bem como as dos demais.",EF67EF18,"Experimentar e fruir diferentes práticas corporais de aventura urbanas, valorizando a própria segurança e integridade física, bem como as dos demais.",0,0,0,0,0,1,1,0,0
45,Educação Física,6º; 7º,Práticas corporais de aventura,Práticas corporais de aventura urbanas,(EF67EF19) Identificar os riscos durante a realização de práticas corporais de aventura urbanas e planejar estratégias para sua superação.,EF67EF19,Identificar os riscos durante a realização de práticas corporais de aventura urbanas e planejar estratégias para sua superação.,0,0,0,0,0,1,1,0,0
46,Educação Física,6º; 7º,Práticas corporais de aventura,Práticas corporais de aventura urbanas,"(EF67EF20) Executar práticas corporais de aventura urbanas, respeitando o patrimônio público e utilizando alternativas para a prática segura em diversos espaços.",EF67EF20,"Executar práticas corporais de aventura urbanas, respeitando o patrimônio público e utilizando alternativas para a prática segura em diversos espaços.",0,0,0,0,0,1,1,0,0
47,Educação Física,6º; 7º,Práticas corporais de aventura,Práticas corporais de aventura urbanas,"(EF67EF21) Identificar a origem das práticas corporais de aventura e as possibilidades de recriá-las, reconhecendo as características (instrumentos, equipamentos de segurança, indumentária, organização) e seus tipos de práticas.",EF67EF21,"Identificar a origem das práticas corporais de aventura e as possibilidades de recriá-las, reconhecendo as características (instrumentos, equipamentos de segurança, indumentária, organização) e seus tipos de práticas.",0,0,0,0,0,1,1,0,0
48,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF01) Experimentar diferentes papéis (jogador, árbitro e técnico) e fruir os esportes de rede/parede, campo e taco, invasão e combate, valorizando o trabalho coletivo e o protagonismo.
",EF89EF01,"Experimentar diferentes papéis (jogador, árbitro e técnico) e fruir os esportes de rede/parede, campo e taco, invasão e combate, valorizando o trabalho coletivo e o protagonismo.",0,0,0,0,0,0,0,1,1
49,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF02) Praticar um ou mais esportes de rede/parede, campo e taco, invasão e combate oferecidos pela escola, usando habilidades técnico-táticas básicas.",EF89EF02,"Praticar um ou mais esportes de rede/parede, campo e taco, invasão e combate oferecidos pela escola, usando habilidades técnico-táticas básicas.",0,0,0,0,0,0,0,1,1
50,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF03) Formular e utilizar estratégias para solucionar os desafios técnicos e táticos, tanto nos esportes de campo e taco, rede/parede, invasão e combate como nas modalidades esportivas escolhidas para praticar de forma específica.",EF89EF03,"Formular e utilizar estratégias para solucionar os desafios técnicos e táticos, tanto nos esportes de campo e taco, rede/parede, invasão e combate como nas modalidades esportivas escolhidas para praticar de forma específica.",0,0,0,0,0,0,0,1,1
51,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF04) Identificar os elementos técnicos ou técnico-táticos individuais, combinações táticas, sistemas de jogo e regras das modalidades esportivas praticadas, bem como diferenciar as modalidades esportivas com base nos critérios da lógica interna das categorias de esporte: rede/parede, campo e taco, invasão e combate.",EF89EF04,"Identificar os elementos técnicos ou técnico-táticos individuais, combinações táticas, sistemas de jogo e regras das modalidades esportivas praticadas, bem como diferenciar as modalidades esportivas com base nos critérios da lógica interna das categorias de esporte: rede/parede, campo e taco, invasão e combate.",0,0,0,0,0,0,0,1,1
52,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF05) Identificar as transformações históricas do fenômeno esportivo e discutir alguns de seus problemas (doping, corrupção, violência etc.) e a forma como as mídias os apresentam.",EF89EF05,"Identificar as transformações históricas do fenômeno esportivo e discutir alguns de seus problemas (doping, corrupção, violência etc.) e a forma como as mídias os apresentam.",0,0,0,0,0,0,0,1,1
53,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF06) Verificar locais disponíveis na comunidade para a prática de esportes e das demais práticas corporais tematizadas na escola, propondo e produzindo alternativas para utilizá-los no tempo livre.",EF89EF06,"Verificar locais disponíveis na comunidade para a prática de esportes e das demais práticas corporais tematizadas na escola, propondo e produzindo alternativas para utilizá-los no tempo livre.",0,0,0,0,0,0,0,1,1
54,Educação Física,8º; 9º,Ginásticas,"Ginástica de condicionamento físico
Ginástica de conscientização corporal","(EF89EF07) Experimentar e fruir um ou mais programas de exercícios físicos, identificando as exigências corporais desses diferentes programas e reconhecendo a importância de uma prática individualizada, adequada às características e necessidades de cada sujeito.
",EF89EF07,"Experimentar e fruir um ou mais programas de exercícios físicos, identificando as exigências corporais desses diferentes programas e reconhecendo a importância de uma prática individualizada, adequada às características e necessidades de cada sujeito.",0,0,0,0,0,0,0,1,1
55,Educação Física,8º; 9º,Ginásticas,"Ginástica de condicionamento físico
Ginástica de conscientização corporal","(EF89EF08) Discutir as transformações históricas dos padrões de desempenho, saúde e beleza, considerando a forma como são apresentados nos diferentes meios (científico, midiático etc.).",EF89EF08,"Discutir as transformações históricas dos padrões de desempenho, saúde e beleza, considerando a forma como são apresentados nos diferentes meios (científico, midiático etc.).",0,0,0,0,0,0,0,1,1
56,Educação Física,8º; 9º,Ginásticas,"Ginástica de condicionamento físico
Ginástica de conscientização corporal",(EF89EF09) Problematizar a prática excessiva de exercícios físicos e o uso de medicamentos para a ampliação do rendimento ou potencialização das transformações corporais.,EF89EF09,Problematizar a prática excessiva de exercícios físicos e o uso de medicamentos para a ampliação do rendimento ou potencialização das transformações corporais.,0,0,0,0,0,0,0,1,1
57,Educação Física,8º; 9º,Ginásticas,"Ginástica de condicionamento físico
Ginástica de conscientização corporal","(EF89EF10) Experimentar e fruir um ou mais tipos de ginástica de conscientização corporal, identificando as exigências corporais dos mesmos.",EF89EF10,"Experimentar e fruir um ou mais tipos de ginástica de conscientização corporal, identificando as exigências corporais dos mesmos.",0,0,0,0,0,0,0,1,1
58,Educação Física,8º; 9º,Ginásticas,"Ginástica de condicionamento físico
Ginástica de conscientização corporal","(EF89EF11) Identificar as diferenças e semelhanças entre a ginástica de conscientização corporal e as de condicionamento físico e discutir como a prática de cada uma dessas manifestações pode contribuir para a melhoria das condições de vida, saúde, bem-estar e cuidado consigo mesmo.",EF89EF11,"Identificar as diferenças e semelhanças entre a ginástica de conscientização corporal e as de condicionamento físico e discutir como a prática de cada uma dessas manifestações pode contribuir para a melhoria das condições de vida, saúde, bem-estar e cuidado consigo mesmo.",0,0,0,0,0,0,0,1,1
59,Educação Física,8º; 9º,Danças,Danças de salão,"(EF89EF12) Experimentar, fruir e recriar danças de salão, valorizando a diversidade cultural e respeitando a tradição dessas culturas.",EF89EF12,"Experimentar, fruir e recriar danças de salão, valorizando a diversidade cultural e respeitando a tradição dessas culturas.",0,0,0,0,0,0,0,1,1
60,Educação Física,8º; 9º,Danças,Danças de salão,"(EF89EF13) Planejar e utilizar estratégias para se apropriar dos elementos constitutivos (ritmo, espaço, gestos) das danças de salão.",EF89EF13,"Planejar e utilizar estratégias para se apropriar dos elementos constitutivos (ritmo, espaço, gestos) das danças de salão.",0,0,0,0,0,0,0,1,1
61,Educação Física,8º; 9º,Danças,Danças de salão,(EF89EF14) Discutir estereótipos e preconceitos relativos às danças de salão e demais práticas corporais e propor alternativas para sua superação.,EF89EF14,Discutir estereótipos e preconceitos relativos às danças de salão e demais práticas corporais e propor alternativas para sua superação.,0,0,0,0,0,0,0,1,1
62,Educação Física,8º; 9º,Danças,Danças de salão,"(EF89EF15) Analisar as características (ritmos, gestos, coreografias e músicas) das danças de salão, bem como suas transformações históricas e os grupos de origem.",EF89EF15,"Analisar as características (ritmos, gestos, coreografias e músicas) das danças de salão, bem como suas transformações históricas e os grupos de origem.",0,0,0,0,0,0,0,1,1
