,componente,ano_faixa,unidades_tematicas,objetos_conhecimento,habilidades,cod_hab,descricao_cod,primeiro_ef,segundo_ef,terceiro_ef,quarto_ef,quinto_ef,sexto_ef,setimo_ef,oitavo_ef,nono_ef
14,Ensino Religioso,3º,Identidades e alteridades,Espaços e territórios religiosos,(EF03ER02) Caracterizar os espaços e territórios religiosos como locais de realização das práticas celebrativas.,EF03ER02,Caracterizar os espaços e territórios religiosos como locais de realização das práticas celebrativas.,0,0,1,0,0,0,0,0,0
15,Ensino Religioso,3º,Manifestações religiosas,Práticas celebrativas,"(EF03ER03) Identificar e respeitar práticas celebrativas (cerimônias, orações, festividades, peregrinações, entre outras) de diferentes tradições religiosas.",EF03ER03,"Identificar e respeitar práticas celebrativas (cerimônias, orações, festividades, peregrinações, entre outras) de diferentes tradições religiosas.",0,0,1,0,0,0,0,0,0
16,Ensino Religioso,3º,Manifestações religiosas,Práticas celebrativas,(EF03ER04) Caracterizar as práticas celebrativas como parte integrante do conjunto das manifestações religiosas de diferentes culturas e sociedades.,EF03ER04,Caracterizar as práticas celebrativas como parte integrante do conjunto das manifestações religiosas de diferentes culturas e sociedades.,0,0,1,0,0,0,0,0,0
17,Ensino Religioso,3º,Manifestações religiosas,Indumentárias religiosas,"(EF03ER05) Reconhecer as indumentárias (roupas, acessórios, símbolos, pinturas corporais) utilizadas em diferentes manifestações e tradições religiosas.",EF03ER05,"Reconhecer as indumentárias (roupas, acessórios, símbolos, pinturas corporais) utilizadas em diferentes manifestações e tradições religiosas.",0,0,1,0,0,0,0,0,0
18,Ensino Religioso,3º,Manifestações religiosas,Indumentárias religiosas,(EF03ER06) Caracterizar as indumentárias como elementos integrantes das identidades religiosas.,EF03ER06,Caracterizar as indumentárias como elementos integrantes das identidades religiosas.,0,0,1,0,0,0,0,0,0
19,Ensino Religioso,4º,Manifestações religiosas,Ritos religiosos,"(EF04ER01) Identificar ritos presentes no cotidiano pessoal, familiar, escolar e comunitário.",EF04ER01,"Identificar ritos presentes no cotidiano pessoal, familiar, escolar e comunitário.",0,0,0,1,0,0,0,0,0
20,Ensino Religioso,4º,Manifestações religiosas,Ritos religiosos,(EF04ER02) Identificar ritos e suas funções em diferentes manifestações e tradições religiosas.,EF04ER02,Identificar ritos e suas funções em diferentes manifestações e tradições religiosas.,0,0,0,1,0,0,0,0,0
21,Ensino Religioso,4º,Manifestações religiosas,Ritos religiosos,"(EF04ER03) Caracterizar ritos de iniciação e de passagem em diversos grupos religiosos (nascimento, casamento e morte).",EF04ER03,"Caracterizar ritos de iniciação e de passagem em diversos grupos religiosos (nascimento, casamento e morte).",0,0,0,1,0,0,0,0,0
22,Ensino Religioso,4º,Manifestações religiosas,Ritos religiosos,"(EF04ER04) Identificar as diversas formas de expressão da espiritualidade (orações, cultos, gestos, cantos, dança, meditação) nas diferentes tradições religiosas.",EF04ER04,"Identificar as diversas formas de expressão da espiritualidade (orações, cultos, gestos, cantos, dança, meditação) nas diferentes tradições religiosas.",0,0,0,1,0,0,0,0,0
23,Ensino Religioso,4º,Manifestações religiosas,Representações religiosas na arte,"(EF04ER05) Identificar representações religiosas em diferentes expressões artísticas (pinturas, arquitetura, esculturas, ícones, símbolos, imagens), reconhecendo-as como parte da identidade de diferentes culturas e tradições religiosas.",EF04ER05,"Identificar representações religiosas em diferentes expressões artísticas (pinturas, arquitetura, esculturas, ícones, símbolos, imagens), reconhecendo-as como parte da identidade de diferentes culturas e tradições religiosas.",0,0,0,1,0,0,0,0,0
24,Ensino Religioso,4º,Crenças religiosas e filosofias de vida,Ideia(s) de divindade(s),"(EF04ER06) Identificar nomes, significados e representações de divindades nos contextos familiar e comunitário.",EF04ER06,"Identificar nomes, significados e representações de divindades nos contextos familiar e comunitário.",0,0,0,1,0,0,0,0,0
25,Ensino Religioso,4º,Crenças religiosas e filosofias de vida,Ideia(s) de divindade(s),(EF04ER07) Reconhecer e respeitar as ideias de divindades de diferentes manifestações e tradições religiosas.,EF04ER07,Reconhecer e respeitar as ideias de divindades de diferentes manifestações e tradições religiosas.,0,0,0,1,0,0,0,0,0
26,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Narrativas religiosas,(EF05ER01) Identificar e respeitar acontecimentos sagrados de diferentes culturas e tradições religiosas como recurso para preservar a memória.,EF05ER01,Identificar e respeitar acontecimentos sagrados de diferentes culturas e tradições religiosas como recurso para preservar a memória.,0,0,0,0,1,0,0,0,0
27,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Mitos nas tradições religiosas,(EF05ER02) Identificar mitos de criação em diferentes culturas e tradições religiosas.,EF05ER02,Identificar mitos de criação em diferentes culturas e tradições religiosas.,0,0,0,0,1,0,0,0,0
28,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Mitos nas tradições religiosas,"(EF05ER03) Reconhecer funções e mensagens religiosas contidas nos mitos de criação (concepções de mundo, natureza, ser humano, divindades, vida e morte).",EF05ER03,"Reconhecer funções e mensagens religiosas contidas nos mitos de criação (concepções de mundo, natureza, ser humano, divindades, vida e morte).",0,0,0,0,1,0,0,0,0
29,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Ancestralidade e tradição oral,(EF05ER04) Reconhecer a importância da tradição oral para preservar memórias e acontecimentos religiosos.,EF05ER04,Reconhecer a importância da tradição oral para preservar memórias e acontecimentos religiosos.,0,0,0,0,1,0,0,0,0
30,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Ancestralidade e tradição oral,"(EF05ER05) Identificar elementos da tradição oral nas culturas e religiosidades indígenas, afro-brasileiras, ciganas, entre outras.",EF05ER05,"Identificar elementos da tradição oral nas culturas e religiosidades indígenas, afro-brasileiras, ciganas, entre outras.",0,0,0,0,1,0,0,0,0
31,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Ancestralidade e tradição oral,(EF05ER06) Identificar o papel dos sábios e anciãos na comunicação e preservação da tradição oral.,EF05ER06,Identificar o papel dos sábios e anciãos na comunicação e preservação da tradição oral.,0,0,0,0,1,0,0,0,0
32,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Ancestralidade e tradição oral,"(EF05ER07) Reconhecer, em textos orais, ensinamentos relacionados a modos de ser e viver.",EF05ER07,"Reconhecer, em textos orais, ensinamentos relacionados a modos de ser e viver.",0,0,0,0,1,0,0,0,0
33,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,Tradição escrita: registro dos ensinamentos sagrados,"(EF06ER01) Reconhecer o papel da tradição escrita na preservação de memórias, acontecimentos e ensinamentos religiosos.",EF06ER01,"Reconhecer o papel da tradição escrita na preservação de memórias, acontecimentos e ensinamentos religiosos.",0,0,0,0,0,1,0,0,0
34,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,Tradição escrita: registro dos ensinamentos sagrados,"(EF06ER02) Reconhecer e valorizar a diversidade de textos religiosos escritos (textos do Budismo, Cristianismo, Espiritismo, Hinduísmo, Islamismo, Judaísmo, entre outros).",EF06ER02,"Reconhecer e valorizar a diversidade de textos religiosos escritos (textos do Budismo, Cristianismo, Espiritismo, Hinduísmo, Islamismo, Judaísmo, entre outros).",0,0,0,0,0,1,0,0,0
35,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,Ensinamentos da tradição escrita,"(EF06ER03) Reconhecer, em textos escritos, ensinamentos relacionados a modos de ser e viver.",EF06ER03,"Reconhecer, em textos escritos, ensinamentos relacionados a modos de ser e viver.",0,0,0,0,0,1,0,0,0
36,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,Ensinamentos da tradição escrita,(EF06ER04) Reconhecer que os textos escritos são utilizados pelas tradições religiosas de maneiras diversas.,EF06ER04,Reconhecer que os textos escritos são utilizados pelas tradições religiosas de maneiras diversas.,0,0,0,0,0,1,0,0,0
37,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,Ensinamentos da tradição escrita,(EF06ER05) Discutir como o estudo e a interpretação dos textos religiosos influenciam os adeptos a vivenciarem os ensinamentos das tradições religiosas.,EF06ER05,Discutir como o estudo e a interpretação dos textos religiosos influenciam os adeptos a vivenciarem os ensinamentos das tradições religiosas.,0,0,0,0,0,1,0,0,0
38,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,"Símbolos, ritos e mitos religiosos","(EF06ER06) Reconhecer a importância dos mitos, ritos, símbolos e textos na estruturação das diferentes crenças, tradições e movimentos religiosos.",EF06ER06,"Reconhecer a importância dos mitos, ritos, símbolos e textos na estruturação das diferentes crenças, tradições e movimentos religiosos.",0,0,0,0,0,1,0,0,0
39,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,"Símbolos, ritos e mitos religiosos","(EF06ER07) Exemplificar a relação entre mito, rito e símbolo nas práticas celebrativas de diferentes tradições religiosas.",EF06ER07,"Exemplificar a relação entre mito, rito e símbolo nas práticas celebrativas de diferentes tradições religiosas.",0,0,0,0,0,1,0,0,0
40,Ensino Religioso,7º,Manifestações religiosas,Místicas e espiritualidades,(EF07ER01) Reconhecer e respeitar as práticas de comunicação com as divindades em distintas manifestações e tradições religiosas.,EF07ER01,Reconhecer e respeitar as práticas de comunicação com as divindades em distintas manifestações e tradições religiosas.,0,0,0,0,0,0,1,0,0
41,Ensino Religioso,7º,Manifestações religiosas,Místicas e espiritualidades,"(EF07ER02) Identificar práticas de espiritualidade utilizadas pelas pessoas em determinadas situações (acidentes, doenças, fenômenos climáticos).",EF07ER02,"Identificar práticas de espiritualidade utilizadas pelas pessoas em determinadas situações (acidentes, doenças, fenômenos climáticos).",0,0,0,0,0,0,1,0,0
42,Ensino Religioso,7º,Manifestações religiosas,Lideranças religiosas,(EF07ER03) Reconhecer os papéis atribuídos às lideranças de diferentes tradições religiosas.,EF07ER03,Reconhecer os papéis atribuídos às lideranças de diferentes tradições religiosas.,0,0,0,0,0,0,1,0,0
43,Ensino Religioso,7º,Manifestações religiosas,Lideranças religiosas,(EF07ER04) Exemplificar líderes religiosos que se destacaram por suas contribuições à sociedade.,EF07ER04,Exemplificar líderes religiosos que se destacaram por suas contribuições à sociedade.,0,0,0,0,0,0,1,0,0
44,Ensino Religioso,7º,Manifestações religiosas,Lideranças religiosas,(EF07ER05) Discutir estratégias que promovam a convivência ética e respeitosa entre as religiões.,EF07ER05,Discutir estratégias que promovam a convivência ética e respeitosa entre as religiões.,0,0,0,0,0,0,1,0,0
45,Ensino Religioso,7º,Crenças religiosas e filosofias de vida,Princípios éticos e valores religiosos,"(EF07ER06) Identificar princípios éticos em diferentes tradições religiosas e filosofias de vida, discutindo como podem influenciar condutas pessoais e práticas sociais.",EF07ER06,"Identificar princípios éticos em diferentes tradições religiosas e filosofias de vida, discutindo como podem influenciar condutas pessoais e práticas sociais.",0,0,0,0,0,0,1,0,0
46,Ensino Religioso,7º,Crenças religiosas e filosofias de vida,Liderança e direitos humanos,(EF07ER07) Identificar e discutir o papel das lideranças religiosas e seculares na defesa e promoção dos direitos humanos.,EF07ER07,Identificar e discutir o papel das lideranças religiosas e seculares na defesa e promoção dos direitos humanos.,0,0,0,0,0,0,1,0,0
47,Ensino Religioso,7º,Crenças religiosas e filosofias de vida,Liderança e direitos humanos,"(EF07ER08) Reconhecer o direito à liberdade de consciência, crença ou convicção, questionando concepções e práticas sociais que a violam.",EF07ER08,"Reconhecer o direito à liberdade de consciência, crença ou convicção, questionando concepções e práticas sociais que a violam.",0,0,0,0,0,0,1,0,0
48,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Crenças, convicções e atitudes",(EF08ER01) Discutir como as crenças e convicções podem influenciar escolhas e atitudes pessoais e coletivas.,EF08ER01,Discutir como as crenças e convicções podem influenciar escolhas e atitudes pessoais e coletivas.,0,0,0,0,0,0,0,1,0
49,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Crenças, convicções e atitudes","(EF08ER02) Analisar filosofias de vida, manifestações e tradições religiosas destacando seus princípios éticos.",EF08ER02,"Analisar filosofias de vida, manifestações e tradições religiosas destacando seus princípios éticos.",0,0,0,0,0,0,0,1,0
50,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,Doutrinas religiosas,"(EF08ER03) Analisar doutrinas das diferentes tradições religiosas e suas concepções de mundo, vida e morte.",EF08ER03,"Analisar doutrinas das diferentes tradições religiosas e suas concepções de mundo, vida e morte.",0,0,0,0,0,0,0,1,0
51,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Crenças, filosofias de vida e esfera pública","(EF08ER04) Discutir como filosofias de vida, tradições e instituições religiosas podem influenciar diferentes campos da esfera pública (política, saúde, educação, economia).",EF08ER04,"Discutir como filosofias de vida, tradições e instituições religiosas podem influenciar diferentes campos da esfera pública (política, saúde, educação, economia).",0,0,0,0,0,0,0,1,0
52,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Crenças, filosofias de vida e esfera pública",(EF08ER05) Debater sobre as possibilidades e os limites da interferência das tradições religiosas na esfera pública.,EF08ER05,Debater sobre as possibilidades e os limites da interferência das tradições religiosas na esfera pública.,0,0,0,0,0,0,0,1,0
53,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Crenças, filosofias de vida e esfera pública","(EF08ER06) Analisar práticas, projetos e políticas públicas que contribuem para a promoção da liberdade de pensamento, crenças e convicções.",EF08ER06,"Analisar práticas, projetos e políticas públicas que contribuem para a promoção da liberdade de pensamento, crenças e convicções.",0,0,0,0,0,0,0,1,0
54,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Tradições religiosas, mídias e tecnologias",(EF08ER07) Analisar as formas de uso das mídias e tecnologias pelas diferentes denominações religiosas.,EF08ER07,Analisar as formas de uso das mídias e tecnologias pelas diferentes denominações religiosas.,0,0,0,0,0,0,0,1,0
55,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Imanência e transcendência,(EF09ER01) Analisar princípios e orientações para o cuidado da vida e nas diversas tradições religiosas e filosofias de vida.,EF09ER01,Analisar princípios e orientações para o cuidado da vida e nas diversas tradições religiosas e filosofias de vida.,0,0,0,0,0,0,0,0,1
56,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Imanência e transcendência,"(EF09ER02) Discutir as diferentes expressões de valorização e de desrespeito à vida, por meio da análise de matérias nas diferentes mídias.",EF09ER02,"Discutir as diferentes expressões de valorização e de desrespeito à vida, por meio da análise de matérias nas diferentes mídias.",0,0,0,0,0,0,0,0,1
57,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Vida e morte,"(EF09ER03) Identificar sentidos do viver e do morrer em diferentes tradições religiosas, através do estudo de mitos fundantes.",EF09ER03,"Identificar sentidos do viver e do morrer em diferentes tradições religiosas, através do estudo de mitos fundantes.",0,0,0,0,0,0,0,0,1
58,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Vida e morte,"(EF09ER04) Identificar concepções de vida e morte em diferentes tradições religiosas e filosofias de vida, por meio da análise de diferentes ritos fúnebres.",EF09ER04,"Identificar concepções de vida e morte em diferentes tradições religiosas e filosofias de vida, por meio da análise de diferentes ritos fúnebres.",0,0,0,0,0,0,0,0,1
59,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Vida e morte,"(EF09ER05) Analisar as diferentes ideias de imortalidade elaboradas pelas tradições religiosas (ancestralidade, reencarnação, transmigração e ressurreição).",EF09ER05,"Analisar as diferentes ideias de imortalidade elaboradas pelas tradições religiosas (ancestralidade, reencarnação, transmigração e ressurreição).",0,0,0,0,0,0,0,0,1
60,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Princípios e valores éticos,(EF09ER06) Reconhecer a coexistência como uma atitude ética de respeito à vida e à dignidade humana.,EF09ER06,Reconhecer a coexistência como uma atitude ética de respeito à vida e à dignidade humana.,0,0,0,0,0,0,0,0,1
61,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Princípios e valores éticos,"(EF09ER07) Identificar princípios éticos (familiares, religiosos e culturais) que possam alicerçar a construção de projetos de vida.",EF09ER07,"Identificar princípios éticos (familiares, religiosos e culturais) que possam alicerçar a construção de projetos de vida.",0,0,0,0,0,0,0,0,1
62,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Princípios e valores éticos,(EF09ER08) Construir projetos de vida assentados em princípios e valores éticos.,EF09ER08,Construir projetos de vida assentados em princípios e valores éticos.,0,0,0,0,0,0,0,0,1
